Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
163,CMAES,0.084411821,17:05.0,17:05.4,0 days 00:00:00.445185,,LR,10,NONE,,ENT,,,,,0.787408288,,5,0.85,,,,,,,,0.18,,PRUNED,42
164,CMAES,0.004312258,17:05.5,17:06.2,0 days 00:00:00.719299,,LR,,WPD,,WAVE,,,,,0.49114662,,,0.5,,,,0.7,db6,,,0.55,,PRUNED,42
165,CMAES,0.072320225,17:06.2,17:34.9,0 days 00:00:28.730265,,KNN,,EMD,0.8,FRAC,14,minkowski,11,,,,,0.75,,,,,,,,28.32,,PRUNED,42
166,CMAES,0.076652406,17:34.9,18:47.0,0 days 00:01:12.082790,,LR,,WPD,,WAVE,,,,,0.837924584,,,0.85,,,,0.2,db6,,,71.81,,PRUNED,42
167,CMAES,0.12615688,18:47.0,20:13.1,0 days 00:01:26.109478,,KNN,8,NONE,,ENT,,manhattan,18,,,,3,0.55,,,,,,,,85.54,,PRUNED,42
168,CMAES,0.014783258,20:13.2,20:41.8,0 days 00:00:28.617190,,LR,,EMD,0.55,FRAC,18,,,,0.171776738,,,0.85,,,,,,,,28.47,,PRUNED,42
169,CMAES,0.16134111,20:41.8,20:55.3,0 days 00:00:13.466391,,MLP,,EMD,0.8,COV,,,,0.001087046,,9,,0.75,,,,,,,,0.62,,PRUNED,42
170,CMAES,0.161294225,20:55.3,21:02.1,0 days 00:00:06.839708,,MLP,13,NONE,,ENT,,,,0.007990763,,121,3,0.65,,,,,,,,0.14,,PRUNED,42
171,CMAES,0.065037234,21:02.1,21:04.4,0 days 00:00:02.292727,,MLP,,EMD,0.85,WAVE,,,,0.00563557,,1,,0.85,,,,,,,,0.53,,PRUNED,42
172,CMAES,0.064674207,21:04.4,21:32.0,0 days 00:00:27.617208,,RF,,WPD,,FRAC,4,,,,,,,0.5,710,62,,0.55,coif1,,,26.88,,PRUNED,42
173,CMAES,0.183704276,21:32.1,21:33.2,0 days 00:00:01.153819,,LR,,NONE,,COV,,,,,0.908237666,,,0.9,,,,,,,,0.59,,PRUNED,42
174,CMAES,0.066411172,21:33.2,21:34.2,0 days 00:00:00.957719,,KNN,,EMD,0.1,STAT,,euclidean,9,,,,,0.6,,,,,,,,0.5,,PRUNED,42
175,CMAES,0.49217,21:34.2,21:35.3,0 days 00:00:01.126578,,KNN,,NONE,,COV,,minkowski,5,,,,,0.85,,,,,,87643.93,0.37,0.57,0.041057835,COMPLETE,42
176,CMAES,0,21:35.3,21:36.9,0 days 00:00:01.510538,,MLP,,EMD,0.35,WAVE,,,,0.021562285,,1,,0.8,,,,,,,,0.71,,PRUNED,42
177,CMAES,0.158794597,21:36.9,21:43.0,0 days 00:00:06.180194,,MLP,,EMD,1,COV,,,,0.052005173,,134,,0.9,,,,,,,,0.66,,PRUNED,42
178,CMAES,0.070387534,21:43.1,21:43.4,0 days 00:00:00.327335,,LR,,NONE,,FRAC,3,,,,0.762326394,,,0.8,,,,,,,,0.13,,PRUNED,42
179,CMAES,0.160465517,21:43.4,23:21.1,0 days 00:01:37.743333,,KNN,15,EMD,0.25,ENT,,euclidean,19,,,,8,0.8,,,,,,,,97.28,,PRUNED,42
180,CMAES,-0.002819498,23:21.2,25:13.6,0 days 00:01:52.404372,0.175063168,SVM,3,WPD,,ENT,,,,,,,7,0.85,,,sigmoid,0.7,coif1,,,101.03,,PRUNED,42
181,CMAES,0.122796484,25:13.6,25:48.6,0 days 00:00:34.984334,,MLP,,WPD,,FRAC,25,,,0.015334879,,28,,1,,,,0.1,db4,,,29.08,,PRUNED,42
182,CMAES,0.153903028,25:48.6,25:51.6,0 days 00:00:03.015941,,RF,,WPD,,WAVE,,,,,,,,0.8,510,302,,1,db6,,,0.5,,PRUNED,42
183,CMAES,0.37896,25:51.6,25:54.1,0 days 00:00:02.465132,,KNN,,NONE,,COV,,euclidean,16,,,,,1,,,,,,87883.87,1.51,0.66,0.048968573,COMPLETE,42
184,CMAES,0.138942556,25:54.1,27:24.9,0 days 00:01:30.834742,,RF,9,EMD,0.5,ENT,,,,,,,4,0.95,10,42,,,,,,89.98,,PRUNED,42
185,CMAES,0.065641732,27:24.9,27:27.3,0 days 00:00:02.335318,,MLP,,EMD,0.6,WAVE,,,,0.028184618,,12,,0.7,,,,,,,,0.51,,PRUNED,42
186,CMAES,0.163384391,27:27.3,27:36.9,0 days 00:00:09.643827,,MLP,,NONE,,FRAC,35,,,0.005282111,,167,,0.75,,,,,,,,0.16,,PRUNED,42
187,CMAES,0.13078135,27:36.9,27:38.8,0 days 00:00:01.886650,,MLP,,NONE,,FRAC,7,,,0.021053995,,7,,0.8,,,,,,,,0.15,,PRUNED,42
188,CMAES,0.094981879,27:38.8,29:17.0,0 days 00:01:38.136600,,KNN,4,EMD,0.2,ENT,,manhattan,2,,,,6,0.7,,,,,,,,97.68,,PRUNED,42
189,CMAES,0.23125,29:17.0,29:19.2,0 days 00:00:02.254491,,KNN,,WPD,,WAVE,,manhattan,19,,,,,0.75,,,,0.8,sym9,87929.65,1.59,0.51,0.044564266,COMPLETE,42
190,CMAES,0.170330536,29:19.3,29:20.5,0 days 00:00:01.274893,,LR,,WPD,,COV,,,,,0.910614657,,,0.8,,,,0.6,db6,,,0.79,,PRUNED,42
191,CMAES,-0.024876789,29:20.5,30:56.9,0 days 00:01:36.374743,0.009129939,SVM,1,WPD,,ENT,,,,,,,2,0.9,,,sigmoid,0.4,db4,,,85.24,,PRUNED,42
192,CMAES,0.15058779,30:56.9,30:57.6,0 days 00:00:00.702674,,KNN,,EMD,0.3,FRAC,39,euclidean,19,,,,,0.95,,,,,,,,0.24,,PRUNED,42
193,CMAES,0.074756124,30:57.6,30:58.6,0 days 00:00:00.983525,,LR,,WPD,,COV,,,,,0.372571681,,,0.6,,,,0.6,db6,,,0.69,,PRUNED,42
194,CMAES,0.066110754,30:58.6,32:42.4,0 days 00:01:43.766582,,RF,5,WPD,,ENT,,,,,,,8,0.5,210,2,,0.9,db4,,,103.47,,PRUNED,42
195,CMAES,0.066274384,32:42.4,33:10.8,0 days 00:00:28.351455,,KNN,,EMD,0.95,FRAC,15,minkowski,9,,,,,0.8,,,,,,,,27.79,,PRUNED,42
196,CMAES,0.124451512,33:10.8,33:12.4,0 days 00:00:01.599427,,RF,,NONE,,FRAC,40,,,,,,,0.8,110,142,,,,,,0.13,,PRUNED,42
197,CMAES,0.023233166,33:12.4,33:15.1,0 days 00:00:02.753859,,MLP,,NONE,,STAT,,,,0.08698558,,3,,1,,,,,,,,0.22,,PRUNED,42
198,CMAES,0.149459434,33:15.2,33:20.8,0 days 00:00:05.684439,,MLP,,EMD,0.85,COV,,,,0.005310307,,6,,0.75,,,,,,,,0.81,,PRUNED,42
199,CMAES,0.157016865,33:20.9,33:26.5,0 days 00:00:05.602872,0.000391939,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,linear,,,,,0.41,,PRUNED,42
0,QMC,0.29858,38:55.3,38:56.0,0 days 00:00:00.743042,,KNN,2,WPD,,ENT,,minkowski,2,,,,7,1,,,,0.5,coif1,69946.56,0.33,0.26,0.051963596,COMPLETE,0
1,QMC,0.06734,38:56.1,39:02.6,0 days 00:00:06.500597,,RF,,NONE,,FRAC,16,,,,,,,0.5,710,292,,,,69947.11,6.21,0.15,0.055572052,COMPLETE,0
2,QMC,0.10998,39:02.6,39:13.4,0 days 00:00:10.855578,,MLP,,WPD,,COV,,,,0.002101934,,2,,0.75,,,,0.5,db6,69957.62,10.05,0.65,0.059071093,COMPLETE,0
3,QMC,0.07729,39:13.5,39:14.1,0 days 00:00:00.644333,,LR,,NONE,,FRAC,30,,,,0.604885035,,,0.9,,,,,,69964.54,0.36,0.17,0.046379585,COMPLETE,0
4,QMC,0.08419,39:14.1,39:43.8,0 days 00:00:29.705147,,KNN,,WPD,,FRAC,9,manhattan,15,,,,,0.6,,,,0.75,coif1,69981.13,0.97,28.61,0.056574612,COMPLETE,0
5,QMC,0.11319,39:43.8,39:50.2,0 days 00:00:06.315058,,RF,6,NONE,,ENT,,,,,,,8,0.7,410,292,,,,69985.14,5.96,0.22,0.045770903,COMPLETE,0
6,QMC,0.12283,39:50.2,41:24.1,0 days 00:01:33.952643,,MLP,14,EMD,0.05,ENT,,,,0.016322491,,9,4,0.95,,,,,,70011.28,5.7,88.12,0.055974274,COMPLETE,0
7,QMC,0.06480441,41:24.1,41:27.3,0 days 00:00:03.204746,,RF,,WPD,,STAT,,,,,,,,0.8,410,272,,0.9,sym9,,,0.7,,PRUNED,0
8,QMC,-0.02472274,41:27.4,42:09.1,0 days 00:00:41.764297,0.000221735,SVM,,WPD,,STAT,,,,,,,,0.55,,,sigmoid,0.4,sym9,,,33.36,,PRUNED,0
9,QMC,0.072159167,42:09.1,43:42.4,0 days 00:01:33.286282,,RF,9,WPD,,ENT,,,,,,,5,0.6,610,52,,0.95,coif1,,,92.61,,PRUNED,0
10,QMC,0.2306,43:42.4,45:22.7,0 days 00:01:40.271820,,KNN,1,NONE,,ENT,,minkowski,17,,,,8,0.85,,,,,,70112.24,0.33,99.81,0.046788473,COMPLETE,0
11,QMC,0.12927,45:22.7,46:49.5,0 days 00:01:26.775026,,KNN,5,EMD,0.6,ENT,,euclidean,2,,,,3,1,,,,,,70144.05,0.71,85.93,0.055145054,COMPLETE,0
12,QMC,0.007516097,46:49.5,46:58.2,0 days 00:00:08.638545,0.038994519,SVM,,NONE,,FRAC,16,,,,,,,0.7,,,sigmoid,,,,,0.16,,PRUNED,0
13,QMC,0.020162834,46:58.2,46:58.6,0 days 00:00:00.478949,0.00599879,SVM,,NONE,,STAT,,,,,,,,0.65,,,linear,,,,,0.27,,PRUNED,0
14,QMC,0.002711893,46:58.7,47:21.6,0 days 00:00:22.936756,0.08551668,SVM,,EMD,0.9,COV,,,,,,,,0.9,,,sigmoid,,,,,1.02,,PRUNED,0
15,QMC,0.037100109,47:21.6,47:22.3,0 days 00:00:00.685465,0.000550433,SVM,,WPD,,STAT,,,,,,,,0.8,,,linear,0.1,db4,,,0.37,,PRUNED,0
16,QMC,0.067804048,47:22.3,48:37.3,0 days 00:01:15.006362,,KNN,,WPD,,WAVE,,minkowski,19,,,,,0.5,,,,0.6,sym9,,,74.6,,PRUNED,0
17,QMC,0.000295683,48:37.3,48:38.0,0 days 00:00:00.654009,,LR,,WPD,,WAVE,,,,,0.683313007,,,0.55,,,,0.5,db6,,,0.49,,PRUNED,0
18,QMC,0.041682555,48:38.0,49:14.1,0 days 00:00:36.079043,,MLP,,EMD,0.55,STAT,,,,0.001425322,,128,,0.8,,,,,,,,0.37,,PRUNED,0
19,QMC,0.058013872,49:14.1,49:14.7,0 days 00:00:00.577471,,LR,,NONE,,STAT,,,,,0.187212179,,,0.95,,,,,,,,0.27,,PRUNED,0
20,QMC,-0.015291878,49:14.7,50:45.4,0 days 00:01:30.693813,,MLP,1,EMD,0.8,ENT,,,,0.002094487,,3,4,0.65,,,,,,,,89.39,,PRUNED,0
21,QMC,0.11657,50:45.4,50:47.6,0 days 00:00:02.189977,,KNN,,EMD,0.85,WAVE,,manhattan,2,,,,,0.75,,,,,,70336.14,1.57,0.48,0.04330327,COMPLETE,0
22,QMC,0.0951,50:47.6,52:27.9,0 days 00:01:40.335465,0.001457876,SVM,10,WPD,,ENT,,,,,,,7,1,,,linear,0.35,db6,70367.95,1.16,99.04,0.065892735,COMPLETE,0
23,QMC,0.1317,52:27.9,53:19.7,0 days 00:00:51.771879,,MLP,,EMD,0.25,FRAC,27,,,0.003773957,,114,,0.85,,,,,,70386.34,21.3,30.34,0.069439926,COMPLETE,0
24,QMC,0.074462611,53:19.7,53:53.3,0 days 00:00:33.601355,,RF,,WPD,,FRAC,40,,,,,,,0.6,810,102,,0.1,db6,,,32.55,,PRUNED,0
25,QMC,0.042145622,53:53.3,55:32.2,0 days 00:01:38.850000,,MLP,13,NONE,,ENT,,,,0.007917413,,2,7,0.55,,,,,,,,97.22,,PRUNED,0
26,QMC,0.093665033,55:32.2,56:22.2,0 days 00:00:49.990165,,MLP,,WPD,,COV,,,,0.003851129,,1,,0.85,,,,0.05,db4,,,48.08,,PRUNED,0
27,QMC,0.17796,56:22.2,56:52.6,0 days 00:00:30.428853,,KNN,,NONE,,FRAC,22,euclidean,9,,,,,0.95,,,,,,70570.83,0.81,29.48,0.048099537,COMPLETE,0
28,QMC,-0.037060631,56:52.7,57:02.5,0 days 00:00:09.822297,0.001058323,SVM,,NONE,,STAT,,,,,,,,0.7,,,sigmoid,,,,,0.29,,PRUNED,0
29,QMC,0.028361033,57:02.5,58:28.4,0 days 00:01:25.914495,,LR,11,EMD,0.25,ENT,,,,,0.279140041,,3,0.65,,,,,,,,85.78,,PRUNED,0
30,QMC,0.012181712,58:28.4,58:45.5,0 days 00:00:17.088336,0.035402667,SVM,,NONE,,COV,,,,,,,,0.9,,,rbf,,,,,0.48,,PRUNED,0
31,QMC,0.10629,58:45.5,00:23.2,0 days 00:01:37.637979,,RF,8,NONE,,ENT,,,,,,,5,0.75,510,282,,,,70636.52,5.9,91.6,0.059477119,COMPLETE,0
32,QMC,0.065962572,00:23.2,02:00.3,0 days 00:01:37.119581,,LR,15,NONE,,ENT,,,,,0.160314443,,8,0.5,,,,,,,,96.94,,PRUNED,0
33,QMC,0.041350499,02:00.3,02:02.2,0 days 00:00:01.907964,,KNN,,EMD,0.5,STAT,,manhattan,6,,,,,0.5,,,,,,,,0.4,,PRUNED,0
34,QMC,0.14992,02:02.2,02:06.0,0 days 00:00:03.753426,,RF,,WPD,,COV,,,,,,,,0.8,1010,102,,0.25,db4,70670.68,2.86,0.73,0.048734922,COMPLETE,0
35,QMC,0.2622,02:06.0,03:43.0,0 days 00:01:36.989999,,KNN,14,NONE,,ENT,,minkowski,1,,,,7,0.9,,,,,,70695.44,0.31,96.55,0.050949354,COMPLETE,0
36,QMC,0.021165843,03:43.0,05:17.6,0 days 00:01:34.581756,0.26587175,SVM,6,NONE,,ENT,,,,,,,4,0.65,,,rbf,,,,,88.83,,PRUNED,0
37,QMC,0.031152903,05:17.6,05:28.8,0 days 00:00:11.215565,0.002271226,SVM,,WPD,,COV,,,,,,,,0.7,,,sigmoid,0.1,sym9,,,0.93,,PRUNED,0
38,QMC,0.062107899,05:28.8,06:02.8,0 days 00:00:34.014635,,LR,,WPD,,STAT,,,,,0.10987348,,,1,,,,0.6,db4,,,33.22,,PRUNED,0
39,QMC,0.049585531,06:02.9,06:37.3,0 days 00:00:34.460108,,RF,,WPD,,STAT,,,,,,,,0.85,10,22,,0.35,coif1,,,33.6,,PRUNED,0
40,QMC,0.24062,06:37.3,08:54.2,0 days 00:02:16.833875,,MLP,,WPD,,COV,,,,0.001142629,,309,,0.55,,,,0.85,db6,70994.84,86.99,49.7,0.046923656,COMPLETE,0
41,QMC,0.025028311,08:54.2,08:54.8,0 days 00:00:00.666395,,KNN,,EMD,0.2,STAT,,manhattan,2,,,,,0.6,,,,,,,,0.35,,PRUNED,0
42,QMC,0.41499,08:54.9,08:56.0,0 days 00:00:01.180239,,KNN,,NONE,,COV,,minkowski,12,,,,,0.9,,,,,,71023.47,0.41,0.58,0.03540946,COMPLETE,0
43,QMC,0.13431,08:56.1,09:27.4,0 days 00:00:31.336615,,KNN,,EMD,0.5,FRAC,21,manhattan,7,,,,,1,,,,,,71055.28,1.64,29.55,0.06006053,COMPLETE,0
44,QMC,0.16772,09:27.4,09:29.1,0 days 00:00:01.674374,,LR,,WPD,,COV,,,,,0.246632284,,,0.75,,,,0.55,coif1,71067.45,0.9,0.63,0.047887821,COMPLETE,0
45,QMC,0.126615482,09:29.1,09:31.5,0 days 00:00:02.410749,,RF,,EMD,0.65,WAVE,,,,,,,,0.65,310,232,,,,,,0.48,,PRUNED,0
46,QMC,0.18485,09:31.5,10:03.6,0 days 00:00:32.118653,,KNN,,WPD,,FRAC,30,euclidean,20,,,,,0.95,,,,0.4,db6,71094,0.87,31.11,0.061376123,COMPLETE,0
47,QMC,0.031809195,10:03.7,10:04.6,0 days 00:00:00.900106,,LR,,WPD,,STAT,,,,,0.733315805,,,0.8,,,,0.65,db4,,,0.67,,PRUNED,0
48,QMC,0.025046569,10:04.6,10:05.2,0 days 00:00:00.650635,0.100245374,SVM,,EMD,0.9,STAT,,,,,,,,0.55,,,linear,,,,,0.43,,PRUNED,0
49,QMC,-0.030986147,10:05.2,10:44.1,0 days 00:00:38.903642,0.077365462,SVM,,WPD,,STAT,,,,,,,,0.5,,,rbf,0.8,db4,,,33.29,,PRUNED,0
50,QMC,0.099712979,10:44.2,11:12.7,0 days 00:00:28.561261,,RF,,WPD,,FRAC,6,,,,,,,0.8,910,12,,0.3,db6,,,28.13,,PRUNED,0
51,QMC,0.43083,11:12.7,11:14.3,0 days 00:00:01.587995,,KNN,,NONE,,COV,,euclidean,10,,,,,0.95,,,,,,71216.67,0.91,0.51,0.042463312,COMPLETE,0
52,QMC,0.028061848,11:14.3,11:22.2,0 days 00:00:07.822393,1.173277412,SVM,,NONE,,COV,,,,,,,,0.65,,,rbf,,,,,0.47,,PRUNED,0
53,QMC,0.046203603,11:22.2,11:50.8,0 days 00:00:28.644106,,KNN,,EMD,0.9,FRAC,10,minkowski,8,,,,,0.7,,,,,,,,28.29,,PRUNED,0
54,QMC,0.133639159,11:50.8,13:05.7,0 days 00:01:14.885634,,MLP,,EMD,0.55,FRAC,13,,,0.002480384,,512,,1,,,,,,,,28.31,,PRUNED,0
55,QMC,0.16421,13:05.7,13:06.3,0 days 00:00:00.623223,,KNN,,NONE,,FRAC,30,minkowski,3,,,,,0.85,,,,,,71272.96,0.36,0.14,0.043864985,COMPLETE,0
56,QMC,0.107390002,13:06.4,13:07.6,0 days 00:00:01.272193,,RF,,NONE,,COV,,,,,,,,0.6,1010,62,,,,,,0.53,,PRUNED,0
57,QMC,0.000238946,13:07.6,13:43.3,0 days 00:00:35.606166,5.529699176,SVM,,EMD,0.2,FRAC,40,,,,,,,0.55,,,rbf,,,,,31.29,,PRUNED,0
58,QMC,0.13714,13:43.3,13:49.4,0 days 00:00:06.128601,,RF,,WPD,,COV,,,,,,,,0.85,810,192,,0.75,db4,71317.21,5.31,0.65,0.04661252,COMPLETE,0
59,QMC,0.011559024,13:49.4,14:28.8,0 days 00:00:39.352925,0.012393225,SVM,,WPD,,FRAC,7,,,,,,,0.95,,,sigmoid,0.5,coif1,,,27.73,,PRUNED,0
60,QMC,0.055409316,14:28.8,16:04.5,0 days 00:01:35.709463,,MLP,12,WPD,,ENT,,,,0.052752861,,409,6,0.7,,,,1,db4,,,91.07,,PRUNED,0
61,QMC,0.4009,16:04.5,16:05.5,0 days 00:00:01.004844,,KNN,,EMD,0.8,COV,,minkowski,1,,,,,0.6,,,,,,71368.11,0.3,0.57,0.04561903,COMPLETE,0
62,QMC,0.052945806,16:05.5,16:06.3,0 days 00:00:00.769037,,LR,,EMD,0.6,STAT,,,,,0.816382669,,,0.9,,,,,,,,0.52,,PRUNED,0
63,QMC,0.31446,16:06.3,17:27.3,0 days 00:01:21.014032,,MLP,,WPD,,COV,,,,0.00364518,,42,,0.75,,,,0.9,db6,71508.34,31.15,49.7,0.048032541,COMPLETE,0
64,QMC,-0.022765339,17:27.3,18:05.8,0 days 00:00:38.470908,0.002205693,SVM,,WPD,,STAT,,,,,,,,0.5,,,rbf,0.4,db6,,,33.04,,PRUNED,0
65,QMC,0.108058318,18:05.8,19:42.9,0 days 00:01:37.062361,,KNN,10,NONE,,ENT,,euclidean,8,,,,7,0.5,,,,,,,,96.55,,PRUNED,0
66,QMC,0.2411,19:42.9,19:51.9,0 days 00:00:08.973820,,MLP,,WPD,,COV,,,,0.066512267,,143,,0.75,,,,0.35,db4,71590.07,8.08,0.72,0.050097008,COMPLETE,0
67,QMC,0.19893,19:51.9,21:15.0,0 days 00:01:23.145957,,MLP,,EMD,0.85,WAVE,,,,0.001208814,,129,,0.9,,,,,,71597.26,82.56,0.44,0.044209261,COMPLETE,0
68,QMC,0.062669177,21:15.0,21:43.8,0 days 00:00:28.773005,,RF,,EMD,0.8,FRAC,9,,,,,,,0.65,510,72,,,,,,27.99,,PRUNED,0
69,QMC,0.038816379,21:43.8,23:09.8,0 days 00:01:26.001576,,KNN,12,EMD,0.6,ENT,,euclidean,1,,,,3,0.7,,,,,,,,85.65,,PRUNED,0
70,QMC,0.16967,23:09.8,25:38.6,0 days 00:02:28.799498,,MLP,5,NONE,,ENT,,,,0.00330183,,287,6,0.95,,,,,,71656.73,51.01,97.64,0.049937029,COMPLETE,0
71,QMC,0.27503,25:38.7,25:54.5,0 days 00:00:15.847826,,MLP,,EMD,0.8,COV,,,,0.031336147,,116,,0.85,,,,,,71697.8,15.04,0.62,0.044236679,COMPLETE,0
72,QMC,0.23292,25:54.5,26:43.9,0 days 00:00:49.407495,,KNN,,WPD,,COV,,manhattan,16,,,,,0.55,,,,0.7,coif1,71805.53,0.4,48.87,0.047435541,COMPLETE,0
73,QMC,0.053787425,26:43.9,27:18.5,0 days 00:00:34.571649,,KNN,,WPD,,STAT,,euclidean,5,,,,,0.6,,,,0.15,db4,,,34.13,,PRUNED,0
74,QMC,0.024753974,27:18.5,27:26.5,0 days 00:00:07.981585,0.003351456,SVM,11,NONE,,ENT,,,,,,,3,0.85,,,rbf,,,,,0.13,,PRUNED,0
75,QMC,0.004736539,27:26.5,27:36.5,0 days 00:00:10.026539,0.007418449,SVM,15,NONE,,ENT,,,,,,,8,1,,,rbf,,,,,0.14,,PRUNED,0
76,QMC,0.09028782,27:36.6,29:08.0,0 days 00:01:31.430165,,RF,7,NONE,,ENT,,,,,,,4,0.75,810,162,,,,,,89.96,,PRUNED,0
77,QMC,0.003253522,29:08.0,29:44.1,0 days 00:00:36.138418,0.002352223,SVM,,EMD,0.45,FRAC,21,,,,,,,0.65,,,sigmoid,,,,,29.53,,PRUNED,0
78,QMC,0.073818539,29:44.1,30:14.1,0 days 00:00:29.901333,,LR,,WPD,,FRAC,20,,,,0.887294423,,,0.95,,,,0.05,db6,,,29.65,,PRUNED,0
79,QMC,0.069338565,30:14.1,30:15.3,0 days 00:00:01.221323,,KNN,,EMD,0.05,COV,,minkowski,2,,,,,0.8,,,,,,,,0.58,,PRUNED,0
80,QMC,0.083036495,30:15.3,30:15.8,0 days 00:00:00.553545,,KNN,,NONE,,FRAC,38,manhattan,12,,,,,0.5,,,,,,,,0.14,,PRUNED,0
81,QMC,0.072975873,30:15.9,30:16.8,0 days 00:00:00.924438,,KNN,,EMD,0.3,WAVE,,minkowski,3,,,,,0.55,,,,,,,,0.54,,PRUNED,0
82,QMC,0.16462,30:16.8,30:18.9,0 days 00:00:02.119396,,KNN,,EMD,0.65,WAVE,,manhattan,13,,,,,0.8,,,,,,71947.29,1.5,0.48,0.042917986,COMPLETE,0
83,QMC,0.35252,30:18.9,32:40.1,0 days 00:02:21.205012,,MLP,3,WPD,,ENT,,,,0.011560818,,400,3,0.95,,,,0.95,db6,72311.33,26.64,114.43,0.075312662,COMPLETE,0
84,QMC,0.059849742,32:40.2,32:43.0,0 days 00:00:02.815186,,RF,,NONE,,STAT,,,,,,,,0.7,710,282,,,,,,0.26,,PRUNED,0
85,QMC,0.19049,32:43.0,35:06.7,0 days 00:02:23.760233,,MLP,9,NONE,,ENT,,,,0.019921085,,444,6,0.75,,,,,,72334.98,46.98,96.65,0.050717373,COMPLETE,0
86,QMC,0.143272201,35:06.8,35:10.5,0 days 00:00:03.696832,,RF,,EMD,0.75,COV,,,,,,,,1,710,152,,,,,,0.44,,PRUNED,0
87,QMC,0.20461,35:10.5,35:19.7,0 days 00:00:09.200497,1.057772429,SVM,,EMD,0.15,COV,,,,,,,,0.9,,,linear,,,72472.03,8.52,0.5,0.045693655,COMPLETE,0
88,QMC,0.020366679,35:19.7,35:29.1,0 days 00:00:09.412741,0.00616481,SVM,,EMD,0.35,COV,,,,,,,,0.6,,,sigmoid,,,,,0.5,,PRUNED,0
89,QMC,0.024259637,35:29.1,35:58.8,0 days 00:00:29.693120,,RF,,EMD,1,FRAC,7,,,,,,,0.55,10,182,,,,,,28.09,,PRUNED,0
90,QMC,0.155598801,35:58.8,37:14.3,0 days 00:01:15.480721,,RF,,WPD,,WAVE,,,,,,,,0.85,1010,292,,0.9,sym9,,,73.07,,PRUNED,0
91,QMC,0.050609064,37:14.3,38:42.7,0 days 00:01:28.386057,,LR,12,EMD,0.65,ENT,,,,,0.506581029,,4,1,,,,,,,,87.91,,PRUNED,0
92,QMC,0.064218666,38:42.7,40:23.7,0 days 00:01:40.947404,,LR,4,NONE,,ENT,,,,,0.10186009,,7,0.7,,,,,,,,100.75,,PRUNED,0
93,QMC,0.130282452,40:23.7,42:02.5,0 days 00:01:38.800419,,RF,2,WPD,,ENT,,,,,,,8,0.65,210,42,,1,db4,,,98.19,,PRUNED,0
94,QMC,0.14513639,42:02.5,42:05.1,0 days 00:00:02.580493,,RF,,NONE,,WAVE,,,,,,,,0.9,810,262,,,,,,0.34,,PRUNED,0
95,QMC,0.070378287,42:05.1,42:06.7,0 days 00:00:01.659938,,RF,,NONE,,STAT,,,,,,,,0.8,210,102,,,,,,0.26,,PRUNED,0
96,QMC,0.033664818,42:06.8,42:07.3,0 days 00:00:00.531682,,LR,,EMD,0.8,STAT,,,,,0.900685171,,,0.5,,,,,,,,0.34,,PRUNED,0
97,QMC,0,42:07.3,43:36.9,0 days 00:01:29.590954,,MLP,8,EMD,0.9,ENT,,,,0.003239881,,2,4,0.5,,,,,,,,88.35,,PRUNED,0
98,QMC,0.029420527,43:36.9,43:39.2,0 days 00:00:02.336196,,MLP,,NONE,,STAT,,,,0.007131614,,5,,0.75,,,,,,,,0.22,,PRUNED,0
99,QMC,0.079026889,43:39.3,44:30.4,0 days 00:00:51.132759,,MLP,,WPD,,COV,,,,0.001042605,,1,,0.9,,,,0.15,coif1,,,48.05,,PRUNED,0
100,QMC,-0.021190105,44:30.4,44:35.4,0 days 00:00:04.985115,7.404003577,SVM,,EMD,0.5,WAVE,,,,,,,,0.65,,,rbf,,,,,0.35,,PRUNED,0
101,QMC,0.027623543,44:35.4,44:35.9,0 days 00:00:00.461826,,LR,,EMD,0.8,STAT,,,,,0.072692807,,,0.7,,,,,,,,0.26,,PRUNED,0
102,QMC,0.25471,44:35.9,44:50.1,0 days 00:00:14.197844,,RF,,WPD,,WAVE,,,,,,,,1,310,252,,0.3,coif1,72903.78,13.44,0.49,0.045667191,COMPLETE,0
103,QMC,0.030638339,44:50.1,44:56.7,0 days 00:00:06.639579,0.000116568,SVM,,NONE,,WAVE,,,,,,,,0.85,,,rbf,,,,,0.3,,PRUNED,0
104,QMC,0.034749596,44:56.7,44:57.6,0 days 00:00:00.833038,,LR,,NONE,,COV,,,,,0.844342581,,,0.55,,,,,,,,0.63,,PRUNED,0
105,QMC,0.0882059,44:57.6,45:29.3,0 days 00:00:31.699794,,RF,,WPD,,FRAC,38,,,,,,,0.6,510,62,,0.6,db4,,,30.94,,PRUNED,0
106,QMC,0.039982733,45:29.3,45:29.8,0 days 00:00:00.526196,,LR,,NONE,,STAT,,,,,0.955068639,,,0.85,,,,,,,,0.3,,PRUNED,0
107,QMC,0.067206095,45:29.8,46:01.9,0 days 00:00:32.078768,,MLP,,WPD,,FRAC,11,,,0.001469133,,1,,1,,,,0.85,db6,,,28.41,,PRUNED,0
